City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Chuy,UY,-33.6971,-53.4616,56.97,92,100,6.58,overcast clouds
351,Broken Hill,AU,-31.95,141.4333,51.51,50,1,5.75,clear sky
352,Port Macquarie,AU,-31.4333,152.9167,49.96,100,40,0.0,scattered clouds
353,Licheng,CN,23.2955,113.8284,80.53,91,100,4.25,overcast clouds
354,Faya,SA,18.3851,42.4509,84.72,27,65,12.17,broken clouds
355,Vanavara,RU,60.34,102.2797,63.21,67,99,1.52,overcast clouds
356,Nicolas Bravo,MX,18.45,-88.9167,83.28,50,12,1.86,few clouds
357,Hasaki,JP,35.7333,140.8333,70.2,95,100,6.58,light rain
358,Konakovo,RU,56.7,36.7667,67.37,69,93,4.79,overcast clouds
359,Tautira,PF,-17.7333,-149.15,73.42,76,16,10.38,light rain
360,Jatiroto,ID,-7.8833,111.1167,72.84,92,34,2.24,scattered clouds
361,Luanda,AO,-8.8368,13.2343,77.0,73,0,9.22,clear sky
362,Cairns,AU,-16.9167,145.7667,70.07,91,40,11.5,scattered clouds
363,Goderich,CA,43.7501,-81.7165,71.04,56,0,9.22,clear sky
364,Nurota,UZ,40.5614,65.6886,80.69,25,0,18.28,clear sky
365,Lulea,SE,65.5842,22.1547,62.67,82,90,8.05,overcast clouds
366,Mackay,AU,-21.15,149.2,66.04,88,75,6.91,broken clouds
367,Hosangadi,IN,13.7,74.95,75.45,90,100,1.16,light rain
368,Tarko-Sale,RU,64.9225,77.785,61.97,82,91,12.5,overcast clouds
369,Luganville,VU,-15.5333,167.1667,73.98,85,97,13.18,overcast clouds
370,Batagay-Alyta,RU,67.8006,130.4114,44.55,79,100,3.53,overcast clouds
371,Aanekoski,FI,62.6946,25.818,63.68,100,86,9.04,overcast clouds
372,Bondoukou,CI,8.0333,-2.8,79.97,70,83,5.53,light rain
373,Rocha,UY,-34.4833,-54.3333,55.09,88,100,6.13,overcast clouds
374,Suruc,TR,36.9761,38.425,93.4,20,4,8.46,clear sky
375,Kawai,JP,34.2333,135.85,72.75,97,100,7.38,light rain
376,Gat,IL,31.61,34.7642,90.39,23,0,12.19,clear sky
377,Katobu,ID,-4.9408,122.5276,73.71,92,8,4.97,clear sky
378,Faanui,PF,-16.4833,-151.75,77.99,74,5,5.79,clear sky
379,Andrews,US,32.3187,-102.5457,74.64,83,75,10.36,broken clouds
380,Balikpapan,ID,-1.2675,116.8289,74.95,91,85,2.95,overcast clouds
381,Veraval,IN,20.9,70.3667,80.65,81,100,16.51,overcast clouds
382,Sun City West,US,33.662,-112.3413,80.46,88,1,1.99,clear sky
383,Ostrovnoy,RU,68.0531,39.5131,50.05,82,84,13.2,broken clouds
384,Jacqueville,CI,5.2052,-4.4146,82.31,78,90,13.02,overcast clouds
385,Afyonkarahisar,TR,38.75,30.6667,79.86,24,0,9.22,clear sky
386,Mogok,MM,22.9167,96.5,65.73,95,100,2.66,overcast clouds
387,Bereda,ES,43.2686,-7.5406,89.42,49,0,6.89,clear sky
388,Nemetker,HU,46.7164,18.7631,93.96,25,74,8.37,broken clouds
389,Sao Miguel,BR,-5.4667,-35.3667,88.12,47,31,21.09,scattered clouds
390,Lagoa,PT,39.05,-27.9833,73.94,80,39,3.94,scattered clouds
391,Vestmannaeyjar,IS,63.4427,-20.2734,58.19,82,20,17.27,few clouds
392,Taman,RU,45.2117,36.7161,68.32,70,100,14.38,overcast clouds
393,Vila Franca Do Campo,PT,37.7167,-25.4333,75.61,71,9,14.79,clear sky
394,Malmesbury,ZA,-33.4608,18.7271,63.48,69,0,6.08,clear sky
395,Pallasovka,RU,50.05,46.8833,87.31,15,42,9.8,scattered clouds
396,Emerald,AU,-23.5333,148.1667,60.94,72,16,4.61,few clouds
397,Baruun-Urt,MN,46.6806,113.2792,56.79,85,13,9.08,few clouds
398,Narsaq,GL,60.9167,-46.05,52.02,76,100,2.13,overcast clouds
399,Iberia,US,29.9502,-91.7507,88.97,79,1,6.91,clear sky
400,Bongandanga,CD,1.5,21.05,86.5,50,83,3.15,broken clouds
401,Cloquet,US,46.7216,-92.4594,73.85,43,1,6.91,clear sky
402,Usinsk,RU,65.9939,57.5281,55.33,90,100,22.97,overcast clouds
403,Tiarei,PF,-17.5333,-149.3333,73.42,77,48,9.35,light rain
404,Alta Floresta,BR,-9.8756,-56.0861,91.22,40,0,5.75,clear sky
405,Kochi,IN,9.9399,76.2602,76.98,85,100,12.08,moderate rain
406,Viljoenskroon,ZA,-27.2084,26.9485,57.63,51,93,12.55,overcast clouds
407,Wolomin,PL,52.3401,21.2421,81.03,53,62,10.11,broken clouds
408,Luwuk,ID,-0.9516,122.7875,75.9,89,16,5.99,few clouds
409,Novoagansk,RU,61.9449,76.6625,58.32,95,62,7.61,broken clouds
410,Saint Anthony,US,45.0205,-93.218,79.18,44,1,1.01,clear sky
411,Luau,AO,-10.7073,22.2247,84.76,16,4,2.55,clear sky
412,Margate,GB,51.3813,1.3862,75.87,56,52,7.58,broken clouds
413,Corozal,CO,9.3151,-75.2928,81.45,77,97,7.38,overcast clouds
414,Egvekinot,RU,66.3167,-179.1667,42.31,98,99,0.47,overcast clouds
415,Douglas,US,41.3,-96.167,81.99,54,1,3.0,clear sky
416,Kokoda,PG,-8.8785,147.7407,71.24,94,82,1.36,broken clouds
417,Perelyub,RU,51.8667,50.3667,80.11,16,7,2.59,clear sky
418,Merauke,ID,-8.4667,140.3333,77.16,87,90,15.12,overcast clouds
419,Uaua,BR,-9.8414,-39.4817,84.56,33,6,14.79,clear sky
420,Cortez,US,37.3489,-108.5859,73.42,64,1,4.61,clear sky
421,Peace River,CA,56.2501,-117.286,75.51,57,75,3.0,broken clouds
422,Hohhot,CN,40.8106,111.6522,62.89,94,0,4.47,clear sky
423,Tupik,RU,54.4253,119.9327,54.46,84,6,3.49,clear sky
424,Alakurtti,RU,66.9672,30.3491,64.63,63,73,3.31,broken clouds
425,Donghai,CN,22.9459,115.642,79.45,88,100,4.34,overcast clouds
426,San Juan,AR,-31.5375,-68.5364,65.41,21,2,6.11,clear sky
427,Valdivia,CL,-39.8142,-73.2459,42.89,78,100,1.41,overcast clouds
428,Sao Luis,BR,-2.5297,-44.3028,86.2,66,75,8.05,light rain
429,Chandler,US,33.3062,-111.8412,80.53,84,1,1.01,clear sky
430,Mbeya,TZ,-8.9,33.45,59.7,62,19,9.35,few clouds
431,Vanimo,PG,-2.6741,141.3028,78.39,89,93,6.69,overcast clouds
432,Linda,US,39.1277,-121.5508,90.57,51,1,3.44,clear sky
433,Guilin,CN,25.2819,110.2864,77.11,97,100,4.65,overcast clouds
434,Aksu,CN,41.1231,80.2644,73.71,40,51,5.57,broken clouds
435,Camacha,PT,33.0833,-16.3333,75.96,73,20,16.11,few clouds
436,Vulcan,RO,45.3833,23.2667,79.16,39,19,4.7,few clouds
437,Logansport,US,40.7545,-86.3567,76.05,69,1,5.75,clear sky
438,Betsiamites,CA,48.9413,-68.646,71.49,100,100,3.49,overcast clouds
439,Kirakira,SB,-10.4544,161.9205,77.0,89,93,8.77,overcast clouds
440,Reconquista,AR,-29.15,-59.65,67.98,45,0,5.64,clear sky
441,Lodja,CD,-3.4833,23.4333,79.0,64,52,2.04,light rain
442,Wonthaggi,AU,-38.6044,145.5913,52.72,73,10,14.88,clear sky
443,Brigantine,US,39.4101,-74.3646,92.01,64,1,8.05,clear sky
444,Brae,GB,60.3964,-1.353,58.91,76,23,12.75,few clouds
445,Daru,PG,-9.0763,143.2092,76.59,90,97,17.18,overcast clouds
446,Palasa,IN,18.7667,84.4167,83.34,80,50,3.8,scattered clouds
447,Plouzane,FR,48.3833,-4.6167,75.38,60,0,9.22,clear sky
448,Dayong,CN,25.0209,118.2898,82.08,97,100,2.13,overcast clouds
449,Morant Bay,JM,17.8815,-76.4093,91.62,72,89,4.47,overcast clouds
450,Najran,SA,17.4924,44.1277,95.65,10,7,7.76,clear sky
451,Beringovskiy,RU,63.05,179.3167,54.39,78,85,9.53,overcast clouds
452,Darhan,MN,49.4867,105.9228,63.5,83,4,2.48,clear sky
453,Klaksvik,FO,62.2266,-6.589,52.72,94,100,13.82,overcast clouds
454,Buala,SB,-8.145,159.5921,79.79,85,95,9.84,overcast clouds
455,Broome,US,42.2506,-75.833,71.58,83,90,9.22,overcast clouds
456,Namatanai,PG,-3.6667,152.4333,78.94,83,16,8.16,few clouds
457,Vestmanna,FO,62.1564,-7.1664,50.92,93,75,8.05,broken clouds
458,Fonte Boa,BR,-2.4959,-66.2662,75.22,93,100,0.56,overcast clouds
459,Fort Saint James,CA,54.4333,-124.25,69.69,47,100,11.56,overcast clouds
460,Umm Lajj,SA,25.0213,37.2685,89.1,67,0,10.92,clear sky
461,General Pico,AR,-35.6566,-63.7568,62.29,32,0,6.93,clear sky
462,Centralia,US,46.7162,-122.9543,65.98,65,90,3.44,overcast clouds
463,Boras,SE,57.721,12.9401,64.54,62,10,13.38,clear sky
464,Almaznyy,RU,48.0448,40.045,77.14,74,91,14.43,overcast clouds
465,Bugama,NG,4.7341,6.8635,82.78,66,94,10.25,overcast clouds
466,Imatra,FI,61.1719,28.7524,66.58,86,74,1.99,broken clouds
467,Raymond Terrace,AU,-32.75,151.75,53.96,100,0,0.0,clear sky
468,Jizan,SA,17.3333,42.6667,94.14,40,11,6.58,few clouds
469,Martinsburg,US,39.4562,-77.9639,86.5,66,75,4.61,moderate rain
470,Yelizovo,RU,53.1873,158.3805,48.34,100,75,2.24,broken clouds
471,Camaqua,BR,-30.8511,-51.8122,68.72,63,99,4.88,moderate rain
472,Coquimbo,CL,-29.9533,-71.3436,55.13,71,40,3.44,scattered clouds
473,Noumea,NC,-22.2763,166.4572,58.98,67,62,9.73,broken clouds
474,Marawi,PH,7.9986,124.2928,65.64,93,97,2.46,overcast clouds
475,Kununurra,AU,-15.7667,128.7333,69.78,68,90,0.0,overcast clouds
476,Stolin,BY,51.8912,26.846,76.78,56,79,4.85,broken clouds
477,Saldanha,ZA,-33.0117,17.9442,68.05,69,0,13.73,clear sky
478,Yarega,RU,63.4354,53.5765,60.39,71,73,15.39,broken clouds
479,Matara,LK,5.9485,80.5353,78.85,84,93,12.8,overcast clouds
480,Bemidji,US,47.4736,-94.8803,77.65,37,1,9.22,clear sky
481,Islamkot,PK,24.6997,70.177,82.98,67,9,21.94,clear sky
482,Panzhihua,CN,26.5851,101.7128,70.39,91,100,0.54,overcast clouds
483,Nikolayevskaya,RU,47.6139,41.5023,82.54,55,100,6.55,overcast clouds
484,Teya,RU,60.3778,92.6267,54.99,94,100,2.62,overcast clouds
485,Omboue,GA,-1.5746,9.2618,77.94,77,98,10.83,overcast clouds
486,Turkistan,KZ,43.0,68.0,74.66,18,3,15.99,clear sky
487,Xichang,CN,27.8964,102.2634,64.96,90,100,0.36,overcast clouds
488,Jijiga,ET,9.35,42.8,68.43,67,65,18.5,broken clouds
489,Iquique,CL,-20.2208,-70.1431,60.84,66,30,8.52,scattered clouds
490,Praia Da Vitoria,PT,38.7333,-27.0667,79.05,73,75,19.37,broken clouds
491,Ust-Tsilma,RU,65.441,52.1498,53.17,95,100,17.56,overcast clouds
492,Flinders,AU,-34.5833,150.8552,53.8,82,1,1.01,clear sky
493,Buin,CL,-33.7333,-70.75,57.52,23,74,2.98,broken clouds
494,San Jose,US,37.3394,-121.895,70.02,83,90,5.75,overcast clouds
495,Waipawa,NZ,-41.4122,175.5153,38.3,85,13,5.28,few clouds
496,Cobija,BO,-11.0267,-68.7692,80.78,47,16,6.91,few clouds
497,Sola,VU,-13.8833,167.55,77.23,80,85,27.2,overcast clouds
498,Russell,US,32.3502,-85.1999,89.06,63,1,4.61,clear sky
499,Khandyga,RU,62.6667,135.6,63.12,65,89,4.0,overcast clouds
500,Mosquera,CO,4.7059,-74.2302,62.69,51,75,6.91,broken clouds
501,Palembang,ID,-2.9167,104.7458,76.06,91,100,2.17,light rain
502,Santa Lucia,ES,27.9117,-15.5407,77.76,65,20,34.52,few clouds
503,Lixourion,GR,38.2019,20.4314,94.86,46,20,0.0,few clouds
504,Guerrero Negro,MX,27.9769,-114.0611,78.33,66,27,12.12,scattered clouds
505,Karema,TZ,-6.8205,30.4389,77.74,46,0,5.46,clear sky
506,Apsheronsk,RU,44.46,39.73,69.46,83,100,5.55,overcast clouds
507,Medvezhyegorsk,RU,62.9167,34.4667,59.86,93,93,7.45,overcast clouds
508,Mangai,CD,-4.05,19.5333,82.2,52,97,5.14,light rain
509,Maxixe,MZ,-23.8597,35.3472,69.62,56,40,13.8,scattered clouds
510,Tura,IN,25.5198,90.2201,74.03,96,99,4.9,overcast clouds
511,Sherbakul,RU,54.6316,72.3963,65.88,70,100,4.5,overcast clouds
512,Melfort,CA,52.8667,-104.6177,77.13,33,15,10.36,few clouds
513,Kijang,KR,35.2442,129.2139,74.93,86,89,7.43,overcast clouds
514,Abu Dhabi,AE,24.4667,54.3667,100.51,63,0,8.05,clear sky
515,Moramanga,MG,-18.9333,48.2,58.91,95,78,7.05,light rain
516,Thinadhoo,MV,0.5333,72.9333,83.08,71,46,16.98,scattered clouds
517,Callaway,US,30.153,-85.5699,90.99,66,1,4.0,clear sky
518,Puerto Baquerizo Moreno,EC,-0.9,-89.6,70.79,83,90,9.22,overcast clouds
519,Ust-Maya,RU,60.4167,134.5333,63.95,63,60,2.75,broken clouds
520,Tongling,CN,30.95,117.7833,72.3,99,100,5.99,moderate rain
521,Zeven,DE,53.3,9.2833,74.55,74,84,12.62,broken clouds
522,Pangai,TO,-19.8,-174.35,71.65,62,26,19.44,scattered clouds
523,Kryve Ozero,UA,47.9524,30.3493,78.21,43,0,4.74,clear sky
524,Narragansett,US,41.4501,-71.4495,90.09,60,75,1.99,broken clouds
525,Bet Shemesh,IL,31.7496,34.9888,87.58,22,0,11.63,clear sky
526,Port-Cartier,CA,50.0334,-66.8654,64.92,100,100,4.59,overcast clouds
527,Mount Isa,AU,-20.7333,139.5,73.17,28,0,8.05,clear sky
528,Phichit,TH,16.25,100.4167,76.91,93,100,4.85,moderate rain
529,Zhigansk,RU,66.7697,123.3711,49.37,68,100,12.28,overcast clouds
530,Chuka,KE,-0.3332,37.6459,66.65,64,91,4.23,overcast clouds
531,Progreso,MX,21.2833,-89.6667,88.11,67,5,7.02,clear sky
532,Jiaocheng,CN,24.6774,116.1389,77.04,96,100,1.57,overcast clouds
533,Dickinson,US,29.4608,-95.0513,90.99,72,40,1.99,scattered clouds
534,Kulhudhuffushi,MV,6.6221,73.07,82.2,77,100,17.45,overcast clouds
535,Kassala,SD,15.451,36.4,94.12,45,62,3.38,broken clouds
536,Corner Brook,CA,48.9667,-57.9484,80.76,55,24,4.12,few clouds
537,Odienne,CI,9.51,-7.5692,80.06,74,83,4.32,light rain
538,Muzhi,RU,65.3667,64.6667,68.18,60,99,20.24,overcast clouds
539,Kutum,SD,14.2,24.6667,81.19,52,87,6.31,overcast clouds
540,Bijar,IR,35.8668,47.6051,78.46,25,9,15.82,clear sky
541,Bayeux,BR,-7.125,-34.9322,84.83,58,40,11.5,scattered clouds
542,Chake Chake,TZ,-5.2459,39.7666,75.67,77,4,13.87,clear sky
543,Nuuk,GL,64.1835,-51.7216,54.21,87,75,34.52,light rain
544,Salalah,OM,17.0151,54.0924,78.89,89,90,6.91,overcast clouds
545,Asau,RO,46.4333,26.4,85.75,41,12,2.98,few clouds
546,Bone,DE,51.9669,12.1396,85.37,38,29,10.36,scattered clouds
547,Oksfjord,NO,70.2396,22.3479,55.47,83,75,3.33,broken clouds
548,Sergach,RU,55.5308,45.4661,66.85,58,99,2.62,overcast clouds
549,Kurchum,KZ,48.5722,83.6542,63.1,63,100,9.13,overcast clouds
550,Gornopravdinsk,RU,60.05,69.9,63.79,70,1,6.67,clear sky
551,Chumphon,TH,10.3333,98.8333,73.8,91,100,2.95,overcast clouds
552,Mayumba,GA,-3.432,10.6554,76.14,83,91,10.27,overcast clouds
553,Ubud,ID,-8.5098,115.2654,76.32,93,50,2.75,scattered clouds
554,Uspenskoye,RU,44.8311,41.3927,75.31,79,100,4.52,overcast clouds
555,Digby,CA,44.6169,-65.7655,83.35,72,38,4.85,scattered clouds
556,Khorinsk,RU,52.1657,109.7726,59.83,76,46,4.56,scattered clouds
557,Belmonte,BR,-15.8631,-38.8828,80.6,58,22,8.88,few clouds
558,Lubbecke,DE,52.3,8.6167,78.67,45,17,5.99,few clouds
559,Aborlan,PH,9.4352,118.5492,79.57,84,16,0.72,few clouds
560,Cruz Grande,MX,16.7333,-99.1333,82.78,66,34,1.16,scattered clouds
561,Mogzon,RU,51.7435,111.9606,56.77,85,92,4.09,overcast clouds
562,Da Nang,VN,16.0678,108.2208,87.85,65,20,3.44,few clouds
563,Jutai,BR,-5.1833,-68.9,92.44,32,89,3.47,overcast clouds
564,Mbaiki,CF,3.8678,17.9892,82.51,67,42,1.86,scattered clouds
565,Bay Roberts,CA,47.5999,-53.2648,78.51,86,97,3.0,overcast clouds
566,Kawardha,IN,22.0167,81.25,81.46,72,95,4.52,light rain
567,Butterworth,MY,5.3991,100.3638,82.44,86,20,1.14,few clouds
568,Bayan,CN,46.0833,127.4,61.97,68,83,4.9,broken clouds
569,Pringsewu,ID,-5.3582,104.9744,72.88,96,89,0.38,overcast clouds
570,Pleasanton,US,37.6624,-121.8747,70.79,74,1,3.44,clear sky
571,Minab,IR,27.1467,57.0801,92.7,58,24,5.35,few clouds
572,Traverse City,US,44.7631,-85.6206,72.34,46,20,4.61,few clouds
573,Ulaangom,MN,49.9811,92.0667,68.68,47,100,5.28,overcast clouds
574,Tyler,US,32.3513,-95.3011,87.62,79,96,1.01,overcast clouds
575,Chimala,TZ,-8.85,34.0167,70.3,50,56,9.06,broken clouds
576,Verkhnyaya Inta,RU,65.9811,60.3094,57.49,88,57,20.42,broken clouds
577,Silifke,TR,36.3778,33.9344,92.07,39,0,9.78,clear sky
578,Kysyl-Syr,RU,63.8986,122.7617,57.31,57,97,5.3,overcast clouds
579,Hobyo,SO,5.3505,48.5268,77.79,81,52,28.66,broken clouds
580,Qaqortoq,GL,60.7167,-46.0333,52.3,81,100,4.25,overcast clouds
581,Bukama,CD,-9.2,25.85,87.44,18,1,1.77,clear sky
582,Valparaiso,CL,-33.0393,-71.6273,50.23,94,75,4.61,mist
583,Bucerias,MX,20.75,-105.3333,83.98,74,75,0.0,broken clouds
584,Ahipara,NZ,-35.1667,173.1667,54.0,78,36,11.14,scattered clouds
585,Agua Verde,MX,22.9,-106.05,87.04,75,9,2.75,clear sky
586,Xiangfan,CN,32.0422,112.1448,72.0,90,29,1.43,light rain
587,Ikalamavony,MG,-21.15,46.5833,61.25,75,5,8.95,clear sky
588,Sobradinho,BR,-12.8333,-39.1,77.68,60,75,9.44,broken clouds
589,Hun,LY,29.1268,15.9477,93.15,21,0,23.02,clear sky
590,Bilasipara,IN,26.232,90.2347,78.58,91,100,3.0,overcast clouds
591,Ludvika,SE,60.1496,15.1878,63.03,82,72,12.88,broken clouds
592,Dongsheng,CN,39.8161,109.9776,66.88,66,99,15.32,overcast clouds
593,Newport,GB,51.5877,-2.9984,75.29,70,96,10.38,overcast clouds
594,Batemans Bay,AU,-35.7167,150.1833,45.91,83,0,5.12,clear sky
595,Trairi,BR,-3.2778,-39.2689,87.51,46,12,15.05,few clouds
596,Juneau,US,58.3019,-134.4197,56.84,98,92,0.29,overcast clouds
597,Semporna,MY,4.4818,118.6112,77.2,79,16,3.56,few clouds
598,Cabo San Lucas,MX,22.8909,-109.9124,89.51,67,1,4.0,clear sky
599,Hauterive,FR,46.0901,3.4459,92.16,38,0,4.47,clear sky
600,Kanniyakumari,IN,8.0833,77.5667,79.48,79,95,23.89,overcast clouds
601,Narasannapeta,IN,18.4167,84.05,83.35,78,96,3.11,overcast clouds
602,Sisimiut,GL,66.9395,-53.6735,48.83,93,78,13.02,moderate rain
603,Astana,KZ,51.1801,71.446,62.55,48,0,6.71,clear sky
604,Fukue,JP,32.6881,128.8419,78.48,80,100,15.84,light rain
605,Puerto Madryn,AR,-42.7692,-65.0385,58.86,41,14,9.75,few clouds
606,Bismarck,US,46.8083,-100.7837,83.88,36,1,5.75,clear sky
607,Longyearbyen,SJ,78.2186,15.6401,44.44,65,20,6.91,few clouds
608,Tucuma,BR,-0.1833,-50.05,87.1,62,35,7.72,scattered clouds
609,Vila Velha,BR,-20.3297,-40.2925,82.35,51,20,8.05,few clouds
610,Alyangula,AU,-13.8483,136.4192,71.47,94,5,3.44,clear sky
611,Yarada,IN,17.65,83.2667,80.92,89,75,3.44,mist
612,Mombasa,KE,-4.0547,39.6636,79.21,73,40,9.22,scattered clouds
613,Mikuni,JP,36.2171,136.1519,69.71,92,100,13.4,moderate rain
614,Iralaya,HN,15.0,-83.2333,87.89,74,44,5.57,scattered clouds
615,Palauig,PH,15.435,119.9045,81.12,81,100,3.8,overcast clouds
616,Mudon,MM,16.2578,97.7164,76.68,93,100,6.42,overcast clouds
617,Casino,AU,-28.8667,153.05,60.55,94,4,3.44,clear sky
618,Nha Trang,VN,12.25,109.1833,82.4,88,100,4.21,overcast clouds
619,Benguela,AO,-12.5763,13.4055,74.93,75,23,8.9,few clouds
620,La Victoria,VE,10.2184,-67.3302,78.13,85,100,3.62,overcast clouds
621,La Ronge,CA,55.1001,-105.2842,68.25,64,40,2.3,scattered clouds
622,Ammon,US,43.4696,-111.9666,71.94,45,40,6.91,haze
623,Skjervoy,NO,70.0311,20.9714,50.02,76,22,7.23,few clouds
624,Barstow,US,34.8986,-117.0228,91.49,26,10,4.61,clear sky
625,Tatawin,TN,32.9297,10.4518,101.28,24,1,19.89,clear sky
626,Tocopilla,CL,-22.092,-70.1979,64.89,68,33,7.96,scattered clouds
627,Kommunisticheskiy,RU,61.6789,64.4819,69.87,56,74,13.56,broken clouds
628,Ternate,ID,0.8,127.4,79.92,78,74,2.35,broken clouds
629,Harda,IN,22.3333,77.1,77.58,84,35,5.03,scattered clouds
630,Saint-Donat-De-Montcalm,CA,46.3187,-74.2219,70.84,41,0,12.17,clear sky
631,Kidal,ML,18.4411,1.4078,106.03,10,16,17.0,few clouds
632,Inongo,CD,-1.95,18.2667,77.18,59,55,1.9,light rain
633,Chiriguana,CO,9.3624,-73.6031,77.74,88,100,1.92,overcast clouds
634,Kalamazoo,US,42.2506,-85.55,73.63,40,1,4.61,clear sky
635,Neuquen,AR,-38.9516,-68.0591,53.49,43,0,8.05,clear sky
636,Sistranda,NO,63.7256,8.834,58.89,84,100,18.21,light rain
637,Kalikino,RU,52.9493,39.8269,73.26,50,100,4.38,overcast clouds
638,Daud Khel,PK,32.875,71.5701,95.94,36,30,4.07,scattered clouds
639,Inhapim,BR,-19.5492,-42.12,75.79,51,83,3.44,broken clouds
640,Kieta,PG,-6.2167,155.6333,79.07,84,100,6.85,overcast clouds
641,Moron,AR,-34.6534,-58.6198,62.8,76,0,2.33,clear sky
642,Lazaro Cardenas,MX,17.9583,-102.2,83.55,75,88,2.44,overcast clouds
643,Olga,RU,43.7444,135.2892,54.23,96,25,4.97,scattered clouds
644,Puerto Del Rosario,ES,28.5004,-13.8627,80.28,78,20,11.5,few clouds
645,Anloga,GH,5.7947,0.8973,80.82,75,93,14.63,overcast clouds
646,Grao Mogol,BR,-16.5594,-42.8897,80.69,29,3,7.45,clear sky
647,Kasamwa,TZ,-2.85,32.4333,78.26,34,95,3.62,overcast clouds
648,Vardo,NO,70.3705,31.1107,50.23,84,81,2.95,broken clouds
649,Umm Kaddadah,SD,13.6017,26.6876,81.99,58,100,22.39,overcast clouds
650,Christchurch,NZ,-43.5333,172.6333,40.48,93,1,3.44,clear sky
651,Mukdahan,TH,16.5833,104.5,75.83,92,100,7.14,overcast clouds
652,Macas,EC,-2.3167,-78.1167,71.35,43,75,2.3,light rain
653,Vila,PT,42.0304,-8.1588,84.7,31,94,8.21,overcast clouds
654,Banda Aceh,ID,5.5577,95.3222,78.22,82,100,16.49,light rain
655,Manavalakurichi,IN,8.1333,77.3,82.49,80,99,19.15,overcast clouds
656,Klyavlino,RU,54.2649,52.0267,74.03,35,94,8.23,overcast clouds
657,North Platte,US,41.1239,-100.7654,75.33,77,75,3.0,broken clouds
658,Jalu,LY,29.0331,21.5482,98.51,20,0,13.33,clear sky
659,Sarkand,KZ,45.41,79.9186,58.21,73,53,4.76,broken clouds
660,Mount Gambier,AU,-37.8333,140.7667,48.11,87,8,9.22,clear sky
661,Bhag,PK,29.0415,67.8239,104.16,18,4,1.7,clear sky
662,Mopipi,BW,-21.1833,24.8833,74.62,25,98,10.96,overcast clouds
663,Zhob,PK,31.3411,69.4481,88.72,28,75,16.87,broken clouds
664,Mgandu,TZ,-5.95,34.1333,73.22,28,6,8.66,clear sky
665,Shingu,JP,33.7333,135.9833,81.91,90,100,15.79,overcast clouds
666,Kandava,LV,57.0409,22.7747,65.28,61,100,11.43,overcast clouds
667,Balkhash,KZ,46.844,74.9804,60.71,66,64,18.34,broken clouds
668,Santiago,CL,-33.4569,-70.6483,56.64,37,78,3.44,haze
669,Susanville,US,40.4163,-120.653,71.44,43,90,0.0,haze
670,Bialystok,PL,53.1333,23.15,74.26,71,94,8.84,overcast clouds
671,Yar-Sale,RU,66.8333,70.8333,65.91,67,100,14.9,light rain
672,Portland,US,45.5234,-122.6762,73.38,77,40,1.01,smoke
673,Tehachapi,US,35.1322,-118.449,81.03,32,55,3.0,broken clouds
